"S11 Log Mag"
"Frequency (Hz)","dB",
3477000000, -1.311762e+001,
3478000000, -1.311005e+001,
3479000000, -1.310464e+001,
3480000000, -1.309401e+001,
3481000000, -1.308792e+001,
3482000000, -1.308434e+001,
3483000000, -1.308460e+001,
3484000000, -1.309101e+001,
3485000000, -1.308579e+001,
3486000000, -1.308882e+001,
3487000000, -1.308754e+001,
3488000000, -1.308667e+001,
3489000000, -1.307455e+001,
3490000000, -1.306906e+001,
3491000000, -1.306146e+001,
3492000000, -1.305149e+001,
3493000000, -1.304521e+001,
3494000000, -1.303724e+001,
3495000000, -1.303936e+001,
3496000000, -1.303817e+001,
3497000000, -1.303980e+001,
3498000000, -1.304281e+001,
3499000000, -1.305213e+001,
3500000000, -1.306573e+001,
3501000000, -1.307678e+001,
3502000000, -1.309130e+001,
3503000000, -1.310365e+001,
3504000000, -1.311783e+001,
3505000000, -1.313164e+001,
3506000000, -1.314005e+001,
3507000000, -1.314365e+001,
3508000000, -1.315025e+001,
3509000000, -1.314461e+001,
3510000000, -1.314403e+001,
3511000000, -1.314118e+001,
3512000000, -1.313948e+001,
3513000000, -1.313291e+001,
3514000000, -1.312428e+001,
3515000000, -1.311956e+001,
3516000000, -1.310998e+001,
3517000000, -1.310019e+001,
3518000000, -1.308441e+001,
3519000000, -1.306789e+001,
3520000000, -1.305632e+001,
3521000000, -1.303214e+001,
3522000000, -1.301269e+001,
3523000000, -1.299478e+001,
3524000000, -1.298029e+001,
3525000000, -1.296747e+001,
3526000000, -1.296012e+001,
3527000000, -1.295268e+001,
3528000000, -1.294269e+001,
3529000000, -1.293313e+001,
3530000000, -1.291652e+001,
3531000000, -1.290241e+001,
3532000000, -1.287007e+001,
3533000000, -1.284328e+001,
3534000000, -1.281540e+001,
3535000000, -1.278419e+001,
3536000000, -1.275667e+001,
3537000000, -1.272766e+001,
3538000000, -1.270973e+001,
3539000000, -1.269068e+001,
3540000000, -1.267472e+001,
3541000000, -1.266331e+001,
3542000000, -1.266234e+001,
3543000000, -1.265390e+001,
3544000000, -1.265446e+001,
3545000000, -1.265290e+001,
3546000000, -1.265116e+001,
3547000000, -1.265012e+001,
3548000000, -1.264835e+001,
3549000000, -1.264608e+001,
3550000000, -1.264275e+001,
3551000000, -1.264029e+001,
3552000000, -1.263708e+001,
3553000000, -1.263127e+001,
3554000000, -1.262216e+001,
3555000000, -1.261408e+001,
3556000000, -1.260187e+001,
3557000000, -1.258990e+001,
3558000000, -1.257521e+001,
3559000000, -1.257543e+001,
3560000000, -1.256904e+001,
3561000000, -1.257562e+001,
3562000000, -1.258582e+001,
3563000000, -1.259513e+001,
3564000000, -1.260615e+001,
3565000000, -1.262636e+001,
3566000000, -1.263414e+001,
3567000000, -1.264338e+001,
3568000000, -1.264868e+001,
3569000000, -1.264550e+001,
3570000000, -1.264284e+001,
3571000000, -1.262825e+001,
3572000000, -1.261934e+001,
3573000000, -1.260661e+001,
3574000000, -1.259632e+001,
3575000000, -1.258909e+001,
3576000000, -1.258199e+001,
3577000000, -1.257734e+001,
3578000000, -1.256994e+001,
3579000000, -1.256409e+001,
3580000000, -1.256276e+001,
3581000000, -1.255765e+001,
3582000000, -1.255340e+001,
3583000000, -1.256198e+001,
3584000000, -1.256506e+001,
3585000000, -1.256578e+001,
3586000000, -1.257194e+001,
3587000000, -1.258105e+001,
3588000000, -1.258382e+001,
3589000000, -1.258840e+001,
3590000000, -1.258788e+001,
3591000000, -1.257610e+001,
3592000000, -1.257930e+001,
3593000000, -1.256703e+001,
3594000000, -1.256638e+001,
3595000000, -1.256815e+001,
3596000000, -1.256709e+001,
3597000000, -1.257882e+001,
3598000000, -1.257868e+001,
3599000000, -1.257451e+001,
3600000000, -1.256901e+001,
3601000000, -1.256336e+001,
3602000000, -1.255806e+001,
3603000000, -1.255454e+001,
3604000000, -1.255194e+001,
3605000000, -1.255647e+001,
3606000000, -1.256347e+001,
3607000000, -1.257096e+001,
3608000000, -1.257807e+001,
3609000000, -1.258471e+001,
3610000000, -1.259517e+001,
3611000000, -1.259718e+001,
3612000000, -1.259917e+001,
3613000000, -1.261030e+001,
3614000000, -1.261421e+001,
3615000000, -1.261236e+001,
3616000000, -1.260787e+001,
3617000000, -1.260527e+001,
3618000000, -1.260738e+001,
3619000000, -1.260400e+001,
3620000000, -1.260854e+001,
3621000000, -1.260612e+001,
3622000000, -1.260952e+001,
3623000000, -1.261129e+001,
3624000000, -1.261197e+001,
3625000000, -1.262011e+001,
3626000000, -1.262012e+001,
3627000000, -1.263486e+001,
3628000000, -1.264499e+001,
3629000000, -1.265916e+001,
3630000000, -1.266902e+001,
3631000000, -1.268074e+001,
3632000000, -1.268424e+001,
3633000000, -1.268791e+001,
3634000000, -1.268716e+001,
3635000000, -1.267545e+001,
3636000000, -1.266187e+001,
3637000000, -1.264299e+001,
3638000000, -1.261543e+001,
3639000000, -1.259149e+001,
3640000000, -1.256125e+001,
3641000000, -1.253381e+001,
3642000000, -1.251011e+001,
3643000000, -1.249064e+001,
3644000000, -1.247048e+001,
3645000000, -1.245634e+001,
3646000000, -1.244313e+001,
3647000000, -1.243500e+001,
3648000000, -1.243822e+001,
3649000000, -1.243683e+001,
3650000000, -1.244708e+001,
3651000000, -1.245749e+001,
3652000000, -1.247070e+001,
3653000000, -1.248287e+001,
3654000000, -1.249239e+001,
3655000000, -1.250115e+001,
3656000000, -1.250113e+001,
3657000000, -1.249697e+001,
3658000000, -1.249050e+001,
3659000000, -1.248189e+001,
3660000000, -1.246536e+001,
3661000000, -1.244258e+001,
3662000000, -1.242951e+001,
3663000000, -1.241463e+001,
3664000000, -1.239988e+001,
3665000000, -1.238692e+001,
3666000000, -1.237327e+001,
3667000000, -1.236214e+001,
3668000000, -1.234818e+001,
3669000000, -1.234153e+001,
3670000000, -1.232840e+001,
3671000000, -1.231871e+001,
3672000000, -1.231287e+001,
3673000000, -1.230491e+001,
3674000000, -1.229308e+001,
3675000000, -1.228462e+001,
3676000000, -1.227770e+001,
3677000000, -1.227491e+001,
3678000000, -1.226789e+001,
3679000000, -1.226576e+001,
3680000000, -1.226394e+001,
3681000000, -1.225749e+001,
3682000000, -1.224780e+001,
3683000000, -1.223788e+001,
3684000000, -1.223241e+001,
3685000000, -1.221016e+001,
3686000000, -1.219602e+001,
3687000000, -1.217504e+001,
3688000000, -1.215642e+001,
3689000000, -1.213410e+001,
3690000000, -1.211587e+001,
3691000000, -1.209605e+001,
3692000000, -1.207767e+001,
3693000000, -1.206028e+001,
3694000000, -1.204935e+001,
3695000000, -1.204139e+001,
3696000000, -1.203801e+001,
3697000000, -1.204461e+001,
3698000000, -1.205433e+001,
3699000000, -1.207051e+001,
3700000000, -1.208942e+001,
3701000000, -1.210859e+001,
3702000000, -1.212808e+001,
3703000000, -1.215116e+001,
3704000000, -1.216517e+001,
3705000000, -1.218485e+001,
3706000000, -1.219933e+001,
3707000000, -1.221459e+001,
3708000000, -1.222880e+001,
3709000000, -1.223231e+001,
3710000000, -1.224132e+001,
3711000000, -1.225097e+001,
3712000000, -1.225127e+001,
3713000000, -1.225631e+001,
3714000000, -1.226069e+001,
3715000000, -1.226989e+001,
3716000000, -1.227121e+001,
3717000000, -1.227073e+001,
3718000000, -1.226164e+001,
3719000000, -1.226275e+001,
3720000000, -1.226231e+001,
3721000000, -1.226187e+001,
3722000000, -1.226500e+001,
3723000000, -1.226026e+001,
3724000000, -1.225828e+001,
3725000000, -1.225894e+001,
3726000000, -1.225344e+001,
3727000000, -1.224490e+001,
3728000000, -1.224295e+001,
3729000000, -1.224298e+001,
3730000000, -1.224534e+001,
3731000000, -1.225132e+001,
3732000000, -1.225434e+001,
3733000000, -1.226263e+001,
3734000000, -1.226304e+001,
3735000000, -1.226431e+001,
3736000000, -1.226479e+001,
3737000000, -1.226169e+001,
3738000000, -1.226008e+001,
3739000000, -1.225537e+001,
3740000000, -1.224425e+001,
3741000000, -1.223579e+001,
3742000000, -1.222275e+001,
3743000000, -1.220548e+001,
3744000000, -1.219239e+001,
3745000000, -1.218066e+001,
3746000000, -1.216542e+001,
3747000000, -1.215102e+001,
3748000000, -1.212742e+001,
3749000000, -1.211890e+001,
3750000000, -1.210792e+001,
3751000000, -1.210567e+001,
3752000000, -1.210757e+001,
3753000000, -1.211337e+001,
3754000000, -1.212453e+001,
3755000000, -1.213795e+001,
3756000000, -1.215667e+001,
3757000000, -1.217469e+001,
3758000000, -1.219233e+001,
3759000000, -1.220895e+001,
3760000000, -1.221729e+001,
3761000000, -1.222407e+001,
3762000000, -1.221991e+001,
3763000000, -1.220869e+001,
3764000000, -1.219535e+001,
3765000000, -1.217452e+001,
3766000000, -1.214803e+001,
3767000000, -1.212448e+001,
3768000000, -1.209646e+001,
3769000000, -1.206550e+001,
3770000000, -1.204287e+001,
3771000000, -1.202186e+001,
3772000000, -1.200635e+001,
3773000000, -1.199766e+001,
3774000000, -1.198828e+001,
3775000000, -1.198487e+001,
3776000000, -1.198545e+001,
3777000000, -1.198461e+001,
3778000000, -1.199424e+001,
3779000000, -1.199488e+001,
3780000000, -1.200748e+001,
3781000000, -1.201951e+001,
3782000000, -1.202403e+001,
3783000000, -1.203575e+001,
3784000000, -1.204128e+001,
3785000000, -1.205028e+001,
3786000000, -1.205306e+001,
3787000000, -1.205239e+001,
3788000000, -1.205363e+001,
3789000000, -1.205192e+001,
3790000000, -1.204985e+001,
3791000000, -1.204789e+001,
3792000000, -1.204932e+001,
3793000000, -1.205023e+001,
3794000000, -1.205534e+001,
3795000000, -1.205857e+001,
3796000000, -1.206697e+001,
3797000000, -1.207132e+001,
3798000000, -1.207997e+001,
3799000000, -1.208678e+001,
3800000000, -1.208821e+001,
3801000000, -1.208451e+001,
3802000000, -1.208531e+001,
3803000000, -1.207775e+001,
3804000000, -1.207952e+001,
3805000000, -1.206758e+001,
3806000000, -1.206424e+001,
3807000000, -1.205726e+001,
3808000000, -1.205216e+001,
3809000000, -1.204293e+001,
3810000000, -1.203488e+001,
3811000000, -1.203693e+001,
3812000000, -1.202763e+001,
3813000000, -1.202815e+001,
3814000000, -1.202122e+001,
3815000000, -1.201570e+001,
3816000000, -1.201031e+001,
3817000000, -1.200644e+001,
3818000000, -1.200908e+001,
3819000000, -1.200802e+001,
3820000000, -1.201624e+001,
3821000000, -1.202440e+001,
3822000000, -1.203367e+001,
3823000000, -1.204077e+001,
3824000000, -1.204664e+001,
3825000000, -1.205126e+001,
3826000000, -1.205221e+001,
3827000000, -1.204435e+001,
3828000000, -1.204189e+001,
3829000000, -1.203141e+001,
3830000000, -1.202075e+001,
3831000000, -1.201270e+001,
3832000000, -1.200630e+001,
3833000000, -1.199810e+001,
3834000000, -1.199461e+001,
3835000000, -1.199021e+001,
3836000000, -1.198810e+001,
3837000000, -1.198817e+001,
3838000000, -1.199959e+001,
3839000000, -1.199875e+001,
3840000000, -1.199643e+001,
3841000000, -1.200321e+001,
3842000000, -1.200497e+001,
3843000000, -1.200943e+001,
3844000000, -1.201346e+001,
3845000000, -1.202207e+001,
3846000000, -1.203011e+001,
3847000000, -1.203309e+001,
3848000000, -1.203792e+001,
3849000000, -1.203986e+001,
3850000000, -1.203518e+001,
3851000000, -1.203022e+001,
3852000000, -1.202081e+001,
3853000000, -1.201031e+001,
3854000000, -1.199783e+001,
3855000000, -1.198109e+001,
3856000000, -1.196813e+001,
