"S11 Log Mag"
"Frequency (Hz)","dB",
3287000000, -1.379766e+000,
3288000000, -1.385469e+000,
3289000000, -1.392027e+000,
3290000000, -1.394840e+000,
3291000000, -1.398621e+000,
3292000000, -1.402279e+000,
3293000000, -1.406936e+000,
3294000000, -1.412047e+000,
3295000000, -1.416417e+000,
3296000000, -1.416822e+000,
3297000000, -1.422912e+000,
3298000000, -1.426374e+000,
3299000000, -1.426374e+000,
3300000000, -1.427303e+000,
3301000000, -1.429234e+000,
3302000000, -1.430754e+000,
3303000000, -1.435541e+000,
3304000000, -1.431451e+000,
3305000000, -1.439002e+000,
3306000000, -1.436969e+000,
3307000000, -1.438742e+000,
3308000000, -1.438525e+000,
3309000000, -1.439946e+000,
3310000000, -1.439492e+000,
3311000000, -1.438087e+000,
3312000000, -1.443885e+000,
3313000000, -1.441477e+000,
3314000000, -1.440772e+000,
3315000000, -1.443624e+000,
3316000000, -1.443077e+000,
3317000000, -1.443712e+000,
3318000000, -1.445670e+000,
3319000000, -1.445056e+000,
3320000000, -1.447272e+000,
3321000000, -1.449373e+000,
3322000000, -1.449154e+000,
3323000000, -1.453091e+000,
3324000000, -1.454449e+000,
3325000000, -1.457151e+000,
3326000000, -1.457519e+000,
3327000000, -1.458443e+000,
3328000000, -1.460113e+000,
3329000000, -1.454996e+000,
3330000000, -1.457606e+000,
3331000000, -1.458247e+000,
3332000000, -1.457633e+000,
3333000000, -1.460819e+000,
3334000000, -1.465020e+000,
3335000000, -1.467792e+000,
3336000000, -1.469278e+000,
3337000000, -1.480440e+000,
3338000000, -1.482440e+000,
3339000000, -1.486173e+000,
3340000000, -1.490826e+000,
3341000000, -1.497325e+000,
3342000000, -1.505239e+000,
3343000000, -1.505229e+000,
3344000000, -1.511559e+000,
3345000000, -1.512949e+000,
3346000000, -1.523399e+000,
3347000000, -1.527290e+000,
3348000000, -1.534432e+000,
3349000000, -1.540180e+000,
3350000000, -1.548412e+000,
3351000000, -1.549994e+000,
3352000000, -1.554515e+000,
3353000000, -1.560575e+000,
3354000000, -1.562495e+000,
3355000000, -1.568378e+000,
3356000000, -1.570894e+000,
3357000000, -1.574433e+000,
3358000000, -1.577548e+000,
3359000000, -1.582927e+000,
3360000000, -1.586450e+000,
3361000000, -1.589502e+000,
3362000000, -1.597801e+000,
3363000000, -1.596040e+000,
3364000000, -1.605476e+000,
3365000000, -1.602021e+000,
3366000000, -1.600906e+000,
3367000000, -1.606302e+000,
3368000000, -1.604104e+000,
3369000000, -1.602167e+000,
3370000000, -1.608755e+000,
3371000000, -1.605607e+000,
3372000000, -1.611946e+000,
3373000000, -1.604205e+000,
3374000000, -1.609562e+000,
3375000000, -1.609732e+000,
3376000000, -1.612856e+000,
3377000000, -1.611945e+000,
3378000000, -1.615062e+000,
